comment,emotion,polarity
Pessoal tudo bem <br>Então eu queria vender <br>Sou da praia grande <br>É vou vender pra ajudar minha mãe <br><br><br>Por favor <br><br>Se vocês pudessem me ajudar <br><br>Fala nos comentário é passo meu número para começar os pedidos ❤❤❤,neutral,negativo
Amei são lindas eu quero ❤️,neutral,positivo
Adorei. Muito gostoso ver você . Vou fazer.  Adoro velas com aromas .,neutral,positivo
"Gostei muito !  A minha  dúvida é , se o copo é comum ou é , algum tipo de copo especial  pra vela ?",neutral,positivo
"oi meu bem, da pra fazer com pétalas frescas?",neutral,neutro
Arrasou 😍,neutral,neutro
Amei só não entendo o quê você pois no vidro pequeno não voi parafina,neutral,negativo
Amei! Peter gratidão,surprise,positivo
Gente alguem sabe o que é esse distanciador?,neutral,negativo
"Peter,  como faço pra embalar a vela? Alguma dica? Bjs,  te admiro muito!",neutral,positivo
Amei demais irei fazer em meu canal <br>Direi que  aprendi com o  mestre <br>Beijos 💋 💋 💋 💋 💋 <br>Obrigada 🌻 🌻 🌻 🌻,anger,neutro
AMEI....perfeito....vou fazer pra mim...bjão,neutral,positivo
Obrigada por compartilhar.<br>Maravilhosas.<br>Excelente trabalho,neutral,positivo
Muito lindo 👏👏🤩✨,neutral,positivo
"Boa noite, Peter preciso aprender fazer uma vela artesanal de esfera. Obrigada",neutral,positivo
Por favor um vídeo com vela aromáticas tema Natal,neutral,negativo
Boa noite amei,neutral,positivo
Usa ninguém mandou ter compradokkkk,neutral,negativo
"Aula maravilhosa, velas lindas",neutral,positivo
Parabéns ameii eu amo velas,neutral,neutro
Amei  nunca fiz e achei sua aula maravilhosa.,neutral,positivo
"Admiro seu trabalho, só tenho uma dúvida: quando feita dentro de copo, o pavio não apaga?",neutral,positivo
"Ameiiii,muito lindo esse trabalho seu<br>Quero fazer para enfeitar minha casa😍",neutral,positivo
Que lindo! Estou assistindo a muitos vídeos pra entender esse mundo e suas diversas possibilidades e materiais.,neutral,positivo
adorei,neutral,positivo
Cada dia mais apaixonada neste Canal 😍,neutral,positivo
Parabéns por o seu trabalho ! Vc é showw..,joy,positivo
Parafina industrial é a msm coisa que parafina de soja?,neutral,negativo
Lindo lindo..Deus te abençoe....,neutral,positivo
"Sou louca por velas mas, nunca pude te-las ,são muito caras aqui. Ganhei varios frascos,copos,jarrinhas em vidro. Agora ta na minha vez de usar velas,se der certo ,vou vender",neutral,negativo
Lindas velas amo! Sempre gosto de decorar  minha casa,neutral,positivo
"Maravilhoso como todo o seu trabalhos,amo seu videos",neutral,positivo
"Amei! Já quero fazer! Obrigada, Peter! Vc é show!",joy,positivo
Seu trabalho é 1000!Parabéns!!,surprise,negativo
Onde comprar essws potes lindos igual a vc!,neutral,positivo
Parabens. Amo velas. Estou querendo  fazer..  aprendi muito com vc.Deus  abençoe,neutral,positivo
"Melhor aula, melhor professor!<br>Super fã da sua história",joy,positivo
É necessário misturar a parafina de soja com gordura vegetal? <br>Não pode fazer só com a parafina de soja?,neutral,negativo
"Lindo trabalho, explicação clara!!!<br>Seria possível suprimir as legendas? São incompreensíveis ( automáticas....) e a posição delas na parte inferior do tela prejudica a visualização....",neutral,negativo
O que fazer pra vela não afundar?,neutral,neutro
"Parabéns lindo trabalho, quero aprender para fazer para o casamento, da minha filha,para a mesa dos convidados",anger,positivo
Vou tentar fazer para meus alunos usando garrafinhas de leite de coco. Amei suas dicas. Amo vc😍,neutral,positivo
Gratidão pela aula maravilhosa!..,anger,positivo
"Eu amei, só não entendi a lentilha",disgust,negativo
Depois é possível retirar o copo central sem danificar o gel?,neutral,negativo
Maravilhoso 😍,neutral,positivo
"Adorei a aula ,obrigada",neutral,positivo
Dá vontade de ficar olhando os teus vídeos o dia todo. Sucessooooo,neutral,positivo
Muito atencioso !,neutral,positivo
"Eu amei , estou muito curiosa para  aprender cada passo dessa maravilha",neutral,positivo
"Assim como as velas são lindas, o seu jeito de ensinar tbm é lindo, seu alto astral é d+",neutral,negativo
Muito lindo!👏👏👏,neutral,positivo
Você é incrível!,anger,positivo
Ahhh ele é uma gracinha 😊 adoro as aulas dele!,joy,positivo
Muito bom 👏👏👏,neutral,positivo
Amei você é maravilhoso bjs,neutral,positivo
"Obrigada por tudo ,suas dicas são maravilhosas",neutral,positivo
Com esse professor vou fazer muitas,neutral,positivo
Legual amei o método de ensino parabéns,neutral,positivo
Trabalho muito bonito. Vou tentar fazer,neutral,positivo
"Pyter que linda amei de mais, parece bem fácil de fazer, trabalho com artesanato mas nunca fiz vela e gostaria muito de aprender.<br>Parabéns um abraço 👏👏👏",anger,neutro
qual valor médio de venda????,surprise,negativo
Teresinha blumenau amei vou fazer pra natal💗👍,neutral,positivo
Amoooo teus vídeos.<br>Estou aprendendo muito.<br>Sucesso.<br>Fique bem.,joy,positivo
Tudo perfeito.,neutral,positivo
"Vi um vídeo sobre velas e não entendi nada, com você desde as primeiras palavras já te amei...você explica muitíssimo bem...😍❤🥰🙏",neutral,positivo
Perfeito!!!😘,anger,positivo
"Amei, gostaria de saber como faz pra fazer sem o vidro e tbm valor pra comercializar 😘😘",neutral,positivo
Parabéns lindo trabalho. Onde encontro esses materiais.,neutral,positivo
Peter qual é a flor utilizada nessa vela? Tem na sua loja?,neutral,negativo
Maravilhosas !! Vc é  muito querido.,surprise,positivo
Maravilha!,surprise,positivo
"Amei essa vela.<br>Como Fasso comprar.<br>Gostaria de fazer mas <br>Estou com problema de coluna(uma cirurgia mal feita a 2 anos 4 meses muita dor)<br>Onde posso encontrar os protudos.<br>Acabei de assistir  o curso que ele deu.<br>Pena que não sei fazer inscrição  pr tentar ganhar o presente.<br>Obgd Peter por dar essa aula linda, e vc ajuda muito no nosso emocional ,gratidão  bjos 💋💋💋💋💖💖💖💖💖🙏🏻🙏🏻🙏🏻",neutral,positivo
Lindo D+.<br>Na minha cidade  não  encontro materiais.,neutral,negativo
Quanto fica cada vela ? Estou curiosa,neutral,neutro
Está parafina temos q derreter em banho Maria???,fear,negativo
Peter você é professor SABOARIA  agente não tem asseco nas revistas de receitas  muito obrigada estou amando  eu quero saber o q eu devo comprar prapra começar hoje eu comprei um mix não sei se estou certa bjs no teu coração ♥️😘💋♥️😘,neutral,negativo
Oi tudo bem nunca tinha ouvido falar de vela com gordura vegetal? Essa lentilha vai derreter tbm con o pavio?,neutral,negativo
E  as etiquetas eu posso colocar com os nomes q vem nelas ou tenho q pagar para pra fazer com minha marca???,fear,negativo
Peter quanto a gente pode cobrar cada vela desta meu amigo por favor amigo  gratidão estou amando tudo 💋💓💖💓❤️♥️🙏🙏🙏🤵👍,neutral,positivo
"amo suas aulas, ....parabens",neutral,positivo
Aeeeeeeee Peter sua lave ontem foi um máximo meu  nome é Pamela aparece Leandro porque meu marido que configurou o meu celular você é sensacional,anger,positivo
Qual a importancia da banha,neutral,positivo
Você explica muito bem parabéns,neutral,positivo
Lindo trabalho,neutral,positivo
"amei estou colocando em pratica, mas as minhas velas ñ estão queimando toda é normal?",neutral,negativo
"Oi Peter, quais materiais para velas mais indicados para massagem com velas?? 😘",neutral,negativo
"Estou amando, cheguei a pouco por aqui e uma dúvida que fiquei - E se depois de ascender a vela ficar com buraco?",neutral,negativo
"Logo ,logo compro produtos para fazer velas,agora bora vender meus sabonetes.",neutral,positivo
"Só abri o link por curiosidade, mais me apaixonei, e quero aprender tudo ,e quero fazer para venda ,Obrigada amigo por estas aulas maravilhosas 👏👏👏👏",neutral,positivo
"Você é muito carinho ao explicar, parabéns. ❤️",neutral,positivo
Lindas essas velas ! Pergunta: posso misturar gordura vegetal com lentilha de parafina normal (sem ser de soja) ?,neutral,negativo
"Peter, você é Show!!!",joy,positivo
Piter qual o nome do gel.? é caro?,fear,negativo
Onde compra ecensia,neutral,positivo
"Gente, vinha só pesquisar como fazer velas pra um jantar romântico e agora me apaixonei por essas velas de verdade e quero sempreee até pelo meu quarto &lt;3",neutral,positivo
Amei esse cara !,neutral,positivo
"Amei! Vc é maravilhoso, parabéns!! Que Deus sempre te abençoe 😘❤️",joy,positivo
1 kg de parafina da pra fazer em média quantas velas ?,neutral,neutro
Quero aprender pro meu casamento,anger,positivo
Como a gente faz para proteger a vela na parte do gel... Para que não fique com poeira com o tempo?,neutral,positivo
Gosto do pavio fino que deixa a chama bem calminha e a vela demora mais a acabar 😊,neutral,positivo
"Nossa amei essa velas, aliás sou louca por velas e as de vidro muito mais. quero muito aprender a fazer pra vender. Vc é super criativo, vou assistir todos os seus videos pra aprender logo. bjs",neutral,positivo
GRATIDÃO PELA PARTILHA,neutral,positivo
Piter voce e Demais.......quanto mais te conheço mais te admiro como profissional,neutral,positivo
"Ameiiii seu canal, tô aqui pensando pedir contas no trabalho e fazer sabonetes e velas pra vender, eu amo estas duas coisas kkk",fear,negativo
Muito lindas,neutral,negativo
"São lindas, você é nota 1000 Peter Paiva. 👏👏👏",neutral,negativo
Peter faz um vídeo explicando sobre decoração com decoupagem 😘😘,neutral,positivo
esses vidios fas parte do curso,neutral,positivo
Bom dia Peter! O melhor e usar o médio né?,fear,positivo
Muito linda. Amei,neutral,negativo
"Adoroooooo!! Sou sua fã, já estou planejando meu investimento para começar fazer as velas, obrigada pela sua sabedoria. Muito sucesso pra ti.",joy,positivo
"Maravilhosa esta aula , ja vou fazer parabéns obrigado bjs",neutral,positivo
Muito bom,neutral,positivo
"Peter me da uma dica ? Eu tenho um restaurante  tailandês em Florianópolis, gostaria de uma dica bem legal para eu colocar nas mesas. Eu decoro as mesas com velas mas uso um porta vela com uma velinha normal, quero fazer diferente me ajuda ? Parabéns vc arrasa!!!!!",anger,negativo
Amando seus vídeos.... estou com um carrinho no seu site. Mas quero ver primeiro seus vídeos,neutral,negativo
"Oiê, porque às vezes a parafina em gel não fica firme (se deitar o vidro ela derrama) é normal?",neutral,negativo
Estou nos Estados Unidos onde encontro esse posicionador de pavil? o que mais eu posso comprar aqui que nao tem no Brasil? Volto para o Brasil em duas semanas quero aproveitar para comprar aqui o que vou precisar para fazer lindas velas. Amei as velas com flores .,neutral,negativo
Amei de♥a parti de hoje estou na.area..,neutral,negativo
"Peter, como eu faço para limpar o material que uso para fazer as velas???",neutral,neutro
Muito  lindas  amo velas decorativas  vc e muito  fodaaass   vc é 10😋,joy,negativo
"Amo o seu trabalho, as suas dicas, você...<br>Parabéns!<br>Gratidão infinita!<br>🙏🙌💫❤",neutral,positivo
Um sonho!!,surprise,positivo
Muito lindas !!  Amei  !!! Sempre fazendo tudo com excelência. 👏👏❤,neutral,positivo
"Sua aula é muito boa , vou fazer ♥️",joy,positivo
Quanto eu vendo uma vela dessa,neutral,positivo
Adoro suas aulas sou de Manaus Amazonas,neutral,positivo
"Essa parafina que você joga nas flores, é a parafina granulada mesmo? Se sim, Porque não ficou branca e cobriu as flores?",neutral,negativo
Lindas ! Tu falaste lentilha ? Branca ??!,neutral,negativo
Peter aquela parte que tem as flores com a parafina gel pode acender tambem?,neutral,neutro
Achei maravilhosa. Grata🙏💜,neutral,positivo
Seu trabalho e  maravilhoso  eu vou tenta fazer  muito obrigado,neutral,positivo
"Oi Peter, eu usei gordura vegetal nas minhas velas mas quando acende elas ficam borbulhando (como se tivesse fritando), provavelmente por causa do óleo. Tem como corrigir isso?",neutral,negativo
"Peter o mais legal disso tudo, é ver toda transformação, não só na arte mais tbm na vida das pessaos...mega apaixonda....",neutral,positivo
Essas rosas é  de plástico ou nataral,neutral,negativo
"Amo seus vídeos , uma dúvida pode usar outra parafina sem ser a de soja ?",neutral,positivo
"Gostei muito dessas velas , muito boa aula",neutral,positivo
"Fiquei facinada com seu trabalho. <br>Mas uma dúvida: os copos de vidro usados, não correm o risco de estourarem não????<br>Tenho muito medo, pois vai e estoure que queime a superfície a qual ele esteja... <br>Podes me esclarecer?<br>Agradeço e deixo aqui os meus parabéns pelo pelo trabalho 👏👏👏👏",neutral,negativo
Quando vai ter reposição das essências na loja ? só tem 3 tipos no momento!!! Alguma data para reposição?,neutral,negativo
Essa gordura vegetal é sempre na mesma proporção. E é a mesma q se compra pra culinaria no supermercado?,neutral,negativo
Amei sua aula e duas dicas. Eu não sabia q usava gordura vegetal na confecção de velas 👏👏👏,neutral,negativo
"Peter eu encontrou tds esses materiais pra vela ,sabonetes e aromataizadores em sua loja?pq eu moro aqui em salvador .por favor me responda .obrigada",neutral,negativo
"Queridão te acompanha na TV Aparecida vc bem jovem, mas sempre muito didático 😍 e agora te achei no Facebook e aqui e estou amando, tenho 46 anos e logo penso em me aposentar e sempre amei velas e sabonetes em todas as suas formas e texturas...queria muito começar minha saboneteira aqui no RS🙏🏽🙏🏽 assistindo muito todos os vídeos, anotando os detalhes e fazendo o orçamento 💪💪💪💋💋💋",joy,positivo
"Lindas,parabéns",neutral,neutro
Nossa incrível,disgust,positivo
Quero fazer seu curso 😍,neutral,positivo
Chegando agora e amando 💖😘,joy,positivo
"Oi Peter!!  Não faço velas, não faço sabonetes mas amo assistir os seus vídeos. Sua voz e seu jeito são um charme, e o seu trabalho trabalho é encantador. Sucesso sempre. Bjs",neutral,positivo
Gostei imenso. Fiquei com a dúvida dessa estreita base antes da ultima parafina??? Obrigada,surprise,neutro
De 0 10 um milhão de dificuldade 😂,neutral,negativo
Oi tudo bem piter <br>Posso usar flor de cetim,neutral,positivo
Peter..Me tira uma dúvida...A gordura vegetal serve pra que junto com a parafina ? Qual efeito provoca? porque antigamente há 10 anos atrás eu fiz curso de velas e usava -se só a parafina.. E agora tudo mudou...,neutral,negativo
Oie! Amei as dicas e já estou querendo muito fazer!  Como acho essas tampas de alumínio no site? Adorei esse pote de copo de whisky... quero fazer esse modelo,neutral,positivo
"Peter, adoro seus vídeos... Você poderia falar sobre a estearina tripla pó. Qual o efeito  desse produto nas velas aromáticas?",neutral,positivo
